Gmt time,Close,Volume,Open,High,Low
2024-11-09 00:00:00,76383.3,,76371.8,76793.8,75732.5
2024-11-08 00:00:00,76369.6,,75849.1,76629.3,76147.0
2024-11-07 00:00:00,75901.8,,74730.5,76359.5,75599.0
2024-11-06 00:00:00,74675.1,,74457.1,75995.3,74627.8
2024-11-05 00:00:00,74552.9,,68335.7,74954.6,69323.0
2024-11-04 00:00:00,68346.0,,69038.4,68489.7,67473.6
2024-11-03 00:00:00,69121.0,,68378.6,69483.4,68257.5
2024-11-02 00:00:00,68423.0,,69660.6,69383.6,67882.5
2024-11-01 00:00:00,69671.2,,69557.6,69896.9,69478.7
2024-10-31 00:00:00,69369.8,,72551.6,70445.2,68860.5
2024-10-30 00:00:00,72354.7,,72339.2,72589.8,72043.8
2024-10-29 00:00:00,72233.8,,71181.8,72772.6,72016.4
2024-10-28 00:00:00,70943.7,,67724.5,71521.0,69753.2
2024-10-27 00:00:00,67706.1,,67279.1,68102.9,67673.6
2024-10-26 00:00:00,67032.2,,66690.8,67119.5,66924.6
2024-10-25 00:00:00,66884.2,,67995.5,67007.0,66443.8
2024-10-24 00:00:00,68017.3,,67216.5,68266.6,67832.2
2024-10-23 00:00:00,67266.7,,67074.9,67588.0,66510.6
2024-10-22 00:00:00,67342.3,,67494.0,67441.1,67134.3
2024-10-21 00:00:00,67362.9,,68936.7,67684.0,66609.4
2024-10-20 00:00:00,68883.8,,68187.5,69490.8,68599.2
2024-10-19 00:00:00,68165.6,,68448.7,68444.7,67443.9
2024-10-18 00:00:00,68498.7,,67555.8,68688.8,68306.6
2024-10-17 00:00:00,67633.2,,67604.5,68201.3,67190.9
2024-10-16 00:00:00,67656.3,,67096.7,67933.5,67416.8
2024-10-15 00:00:00,67171.2,,65392.1,67557.2,66766.6
2024-10-14 00:00:00,65448.3,,64277.3,66317.5,65379.0
2024-10-13 00:00:00,64052.6,,62703.2,64186.6,62463.7
2024-10-12 00:00:00,62707.2,,62565.8,63284.6,62680.0
2024-10-11 00:00:00,62538.0,,60612.4,63037.9,62486.1
2024-10-10 00:00:00,60659.6,,60857.1,60698.5,60080.6
2024-10-09 00:00:00,60888.8,,62389.1,60947.5,60370.7
2024-10-08 00:00:00,62369.5,,62624.1,62479.3,62010.1
2024-10-07 00:00:00,62596.4,,63529.7,62802.0,62166.9
2024-10-06 00:00:00,63510.8,,61886.2,63958.3,62670.2
2024-10-05 00:00:00,61920.9,,61861.7,62145.7,61889.5
2024-10-04 00:00:00,61931.3,,60950.6,62192.7,61705.7
2024-10-03 00:00:00,60970.0,,61463.2,61269.6,60469.3
2024-10-02 00:00:00,61336.2,,61748.2,61371.1,60544.0
2024-10-01 00:00:00,61774.4,,63722.2,61877.5,60752.2
2024-09-30 00:00:00,63686.5,,64546.9,63734.1,63007.7
2024-09-29 00:00:00,64520.2,,65817.3,65607.0,64215.2
2024-09-28 00:00:00,65756.2,,65989.0,65980.8,65654.8
2024-09-27 00:00:00,66069.1,,65373.5,66232.5,65732.7
2024-09-26 00:00:00,65355.0,,63502.3,65355.0,64839.2
2024-09-25 00:00:00,63503.9,,64456.8,63537.2,62693.3
2024-09-24 00:00:00,64401.6,,63125.5,64788.5,64018.9
2024-09-23 00:00:00,63130.0,,64350.8,63394.4,62740.8
2024-09-22 00:00:00,64414.3,,63108.5,64723.4,62650.0
2024-09-21 00:00:00,63084.3,,62889.9,63441.2,62836.9
2024-09-20 00:00:00,62952.5,,63705.7,63285.7,62829.2
2024-09-19 00:00:00,63563.7,,62116.0,63563.7,62624.8
2024-09-18 00:00:00,62087.1,,60513.2,62539.8,61596.5
2024-09-17 00:00:00,60579.3,,58056.0,60755.0,59911.2
2024-09-16 00:00:00,58111.1,,58576.1,58342.4,57630.2
2024-09-15 00:00:00,58562.0,,60160.0,59204.3,58138.6
2024-09-14 00:00:00,60145.7,,60295.0,60268.2,59994.1
2024-09-13 00:00:00,60350.7,,58053.0,60609.4,60293.7
2024-09-12 00:00:00,57907.8,,57946.6,58240.7,57882.8
2024-09-11 00:00:00,58259.2,,56926.3,58445.7,57335.5
2024-09-10 00:00:00,56777.6,,56777.3,57726.1,56704.8
2024-09-09 00:00:00,56595.3,,55119.8,57059.9,56584.5
2024-09-08 00:00:00,55184.9,,54340.2,55337.4,54740.2
2024-09-07 00:00:00,54179.0,,52865.6,54819.2,53754.3
2024-09-06 00:00:00,53836.6,,56593.9,54066.6,53754.3
2024-09-05 00:00:00,56680.2,,57123.4,56844.8,55996.7
2024-09-04 00:00:00,57118.7,,56653.4,58318.9,56956.4
2024-09-03 00:00:00,56734.5,,59109.7,57929.8,55732.1
2024-09-02 00:00:00,59131.2,,57757.5,59799.7,59046.8
2024-09-01 00:00:00,57647.0,,58526.1,57736.6,57185.8
2024-08-31 00:00:00,58604.2,,59237.3,59058.7,58289.1
2024-08-30 00:00:00,59254.6,,59036.3,59447.0,59084.0
2024-08-29 00:00:00,59076.9,,59143.5,59480.7,58923.6
2024-08-28 00:00:00,59192.7,,62764.5,59649.3,58932.1
2024-08-27 00:00:00,59309.4,,62920.6,59448.3,58932.1
2024-08-26 00:00:00,62960.0,,64118.4,63201.4,62671.0
2024-08-25 00:00:00,64095.5,,64108.3,64472.5,63812.9
2024-08-24 00:00:00,64210.3,,63635.4,64458.9,63643.2
2024-08-23 00:00:00,63817.1,,60597.0,64178.0,63643.2
2024-08-22 00:00:00,60581.8,,60552.2,60922.2,60354.4
2024-08-21 00:00:00,60445.6,,59299.9,61213.1,59815.8
2024-08-20 00:00:00,59233.1,,60604.6,59512.4,58831.1
2024-08-19 00:00:00,60587.7,,58743.2,60878.5,59382.1
2024-08-18 00:00:00,58731.8,,59340.4,58760.8,58274.7
2024-08-17 00:00:00,59515.1,,59154.9,60210.3,59395.3
2024-08-16 00:00:00,59041.2,,57892.4,59387.4,58825.5
2024-08-15 00:00:00,57900.2,,58443.1,58374.2,57129.1
2024-08-14 00:00:00,58475.9,,60966.0,59047.2,58076.7
2024-08-13 00:00:00,61064.2,,59030.1,61268.5,60437.2
2024-08-12 00:00:00,58960.6,,58511.4,59908.7,58890.0
2024-08-11 00:00:00,58554.6,,61097.5,59072.8,58283.4
2024-08-10 00:00:00,61116.2,,60441.2,61361.6,60902.1
2024-08-09 00:00:00,60507.3,,61365.8,61344.5,60322.5
2024-08-08 00:00:00,61285.7,,57079.9,61712.3,60818.5
2024-08-07 00:00:00,57209.1,,56883.1,57635.7,54786.9
2024-08-06 00:00:00,56789.1,,55682.9,57260.5,55641.3
2024-08-05 00:00:00,55701.4,,53942.4,56228.6,53998.2
2024-08-04 00:00:00,54162.3,,60731.1,58291.4,52659.8
2024-08-03 00:00:00,60379.5,,61989.0,62184.2,59914.6
2024-08-02 00:00:00,61813.9,,64598.8,61847.5,60532.9
2024-08-01 00:00:00,64471.7,,63941.2,65567.1,63697.1
2024-07-31 00:00:00,64036.6,,66070.9,64827.6,63763.1
2024-07-30 00:00:00,66047.0,,66609.6,66395.5,65912.2
2024-07-29 00:00:00,66545.2,,69350.6,66868.2,65896.9
2024-07-28 00:00:00,69349.9,,67945.1,69762.0,68178.7
2024-07-27 00:00:00,68039.2,,67802.0,68279.0,67392.9
2024-07-26 00:00:00,67792.4,,67049.9,68080.2,67647.0
2024-07-25 00:00:00,67092.0,,64113.7,67438.5,65764.3
2024-07-24 00:00:00,63991.8,,66054.4,65615.9,63914.4
2024-07-23 00:00:00,66054.5,,67649.9,66105.3,65481.1
2024-07-22 00:00:00,67486.8,,67051.3,68468.9,67484.7
2024-07-21 00:00:00,67923.6,,67292.3,68468.9,67787.9
2024-07-20 00:00:00,67192.6,,66583.4,67395.4,66977.0
2024-07-19 00:00:00,66670.6,,63814.4,66825.6,66257.4
2024-07-18 00:00:00,64290.3,,64700.2,64365.0,63326.1
2024-07-17 00:00:00,64919.9,,65621.9,65040.1,63923.3
2024-07-16 00:00:00,65758.0,,64762.8,66051.5,64975.5
2024-07-15 00:00:00,64773.5,,62653.1,64953.4,64457.3
2024-07-14 00:00:00,62704.3,,59483.5,62745.4,60678.8
2024-07-13 00:00:00,59388.6,,57813.8,59837.8,59207.9
2024-07-12 00:00:00,57861.7,,56918.0,57976.9,57770.6
2024-07-11 00:00:00,56919.7,,57566.6,57563.2,56575.7
2024-07-10 00:00:00,57454.5,,58181.8,58350.3,57095.0
2024-07-09 00:00:00,58151.0,,57167.8,58152.7,57376.9
2024-07-08 00:00:00,57200.8,,55174.9,57299.2,56306.3
2024-07-07 00:00:00,55155.5,,57969.3,56017.0,54320.0
2024-07-06 00:00:00,57860.7,,56592.1,58258.7,57860.0
2024-07-05 00:00:00,56399.9,,55226.5,56975.7,56198.0
2024-07-04 00:00:00,55337.8,,59102.9,57471.1,55109.0
2024-07-03 00:00:00,59045.5,,60957.5,60463.0,58055.4
2024-07-02 00:00:00,60947.2,,63118.8,62263.6,60756.9
2024-07-01 00:00:00,63111.8,,63426.4,63257.0,62794.0
2024-06-30 00:00:00,63434.0,,60888.4,63786.8,62583.4
2024-06-29 00:00:00,60917.5,,60738.1,61061.8,60757.7
2024-06-28 00:00:00,60745.0,,61814.6,60979.2,60382.8
2024-06-27 00:00:00,61805.1,,61006.2,62175.4,61478.0
2024-06-26 00:00:00,61028.5,,61934.9,61206.4,60786.4
2024-06-25 00:00:00,61963.8,,61299.1,62469.4,61652.7
2024-06-24 00:00:00,61376.3,,62857.1,61585.5,60262.2
2024-06-23 00:00:00,62914.2,,64420.0,63357.1,62732.8
2024-06-22 00:00:00,64460.6,,64319.4,64518.9,64261.0
2024-06-21 00:00:00,64275.7,,64512.9,64335.6,63944.0
2024-06-20 00:00:00,64696.4,,65179.0,65054.9,64638.5
2024-06-19 00:00:00,65294.2,,65464.7,65706.4,64843.9
2024-06-18 00:00:00,65430.8,,65483.4,65561.2,64843.9
2024-06-17 00:00:00,65502.2,,66231.8,66571.2,64589.4
2024-06-16 00:00:00,66290.6,,66139.5,66893.0,66243.9
2024-06-15 00:00:00,66039.1,,65735.1,66446.4,65895.1
2024-06-14 00:00:00,66235.0,,66736.2,66274.7,65976.2
2024-06-13 00:00:00,66738.9,,67455.8,67018.0,66495.9
2024-06-12 00:00:00,67322.9,,67403.4,68384.6,67014.5
2024-06-11 00:00:00,67389.8,,68456.9,67577.8,66911.5
2024-06-10 00:00:00,68320.5,,69612.3,69573.3,67969.3
2024-06-09 00:00:00,69611.8,,69259.7,69798.1,69426.0
2024-06-08 00:00:00,69275.0,,69439.3,69337.4,69136.7
2024-06-07 00:00:00,69485.6,,70990.7,69514.7,69295.1
2024-06-06 00:00:00,70979.2,,71053.3,70998.0,70668.0
2024-06-05 00:00:00,71053.7,,70838.6,71237.8,70910.1
2024-06-04 00:00:00,70873.9,,69136.7,71224.5,70433.2
2024-06-03 00:00:00,69154.6,,68408.1,69361.6,68707.9
2024-06-02 00:00:00,68441.3,,67712.6,68778.1,67616.8
2024-06-01 00:00:00,67796.6,,67715.0,67893.3,67641.1
2024-05-31 00:00:00,67715.5,,68535.6,67746.5,67449.6
2024-05-30 00:00:00,68611.5,,68093.5,68705.8,68292.7
2024-05-29 00:00:00,68144.4,,68670.2,68183.0,67462.6
2024-05-28 00:00:00,67796.0,,68392.8,69560.7,67496.1
2024-05-27 00:00:00,67914.3,,68872.3,69560.7,67795.6
2024-05-26 00:00:00,68839.7,,69073.2,69283.6,68480.4
2024-05-25 00:00:00,69124.7,,68754.3,69310.6,68849.1
2024-05-24 00:00:00,68759.5,,67876.9,68889.9,68516.1
2024-05-23 00:00:00,67910.7,,69436.6,68002.0,67635.1
2024-05-22 00:00:00,69337.0,,69952.2,69594.4,69166.3
2024-05-21 00:00:00,69917.4,,71272.9,70343.9,69829.5
2024-05-20 00:00:00,71369.6,,66676.0,71872.0,70754.4
2024-05-19 00:00:00,66680.9,,67169.1,66755.5,66076.5
2024-05-18 00:00:00,67151.9,,66951.7,67284.6,66843.6
2024-05-17 00:00:00,66930.2,,65595.8,67048.7,66752.3
2024-05-16 00:00:00,65646.9,,65984.6,65834.2,65121.7
2024-05-15 00:00:00,66032.2,,61945.6,66643.9,65817.0
2024-05-14 00:00:00,61915.9,,62479.7,62018.0,61357.5
2024-05-13 00:00:00,62403.7,,61172.3,63102.6,62386.1
2024-05-12 00:00:00,61071.9,,60929.7,61790.0,60779.0
2024-05-11 00:00:00,60905.6,,60723.8,61101.1,60806.6
2024-05-10 00:00:00,60745.9,,62916.1,61076.9,60673.4
2024-05-09 00:00:00,62864.3,,61678.5,63090.7,62669.2
2024-05-08 00:00:00,61717.8,,62895.6,61773.6,61152.0
2024-05-07 00:00:00,62945.3,,63239.5,62950.0,62166.2
2024-05-06 00:00:00,63238.4,,63875.3,63955.5,62918.3
2024-05-05 00:00:00,63816.5,,63238.0,64459.5,63722.0
2024-05-04 00:00:00,63203.2,,62710.5,64143.8,62923.9
2024-05-03 00:00:00,62703.2,,59727.3,63515.4,62599.1
2024-05-02 00:00:00,57921.5,,57131.4,58560.2,56989.8
2024-05-01 00:00:00,57526.5,,60241.3,58560.2,56989.8
2024-04-30 00:00:00,60222.8,,63646.4,60827.5,59590.2
2024-04-29 00:00:00,63650.4,,62249.1,64700.2,63142.8
2024-04-28 00:00:00,62655.0,,64016.8,63331.8,62469.7
2024-04-27 00:00:00,64057.3,,63081.4,64346.1,63457.9
2024-04-26 00:00:00,63127.6,,64370.4,63916.7,62507.7
2024-04-25 00:00:00,64366.3,,64281.0,64635.0,63927.7
2024-04-24 00:00:00,64341.2,,66597.6,64728.3,63901.7
2024-04-23 00:00:00,66615.3,,66450.0,66882.6,66396.6
2024-04-22 00:00:00,66515.8,,65711.6,67180.0,66499.9
2024-04-21 00:00:00,66003.1,,65190.7,66018.1,64527.5
2024-04-20 00:00:00,64674.8,,64377.0,65375.6,63131.7
2024-04-19 00:00:00,63899.8,,61787.5,64139.3,63131.7
2024-04-18 00:00:00,61830.2,,61657.0,63480.5,59693.3
2024-04-17 00:00:00,61995.9,,63844.6,62171.5,60970.8
2024-04-16 00:00:00,63778.5,,63401.8,64289.5,63608.5
2024-04-15 00:00:00,62919.1,,65158.6,63890.0,62802.5
2024-04-14 00:00:00,65253.9,,63085.6,65875.2,64983.4
2024-04-13 00:00:00,63152.3,,66528.9,64307.9,62174.7
2024-04-12 00:00:00,66980.3,,70985.0,67133.0,65784.7
2024-04-11 00:00:00,70856.7,,70851.6,70972.9,70005.4
2024-04-10 00:00:00,69202.6,,69231.1,69574.9,67570.0
2024-04-09 00:00:00,68721.1,,71723.5,71737.2,68615.0
2024-04-08 00:00:00,71262.2,,69451.6,71737.2,70902.3
2024-04-07 00:00:00,69393.0,,69419.5,69788.6,69110.5
2024-04-06 00:00:00,69409.1,,67797.7,69739.7,68849.4
2024-04-05 00:00:00,67740.6,,67872.1,68053.3,67467.2
2024-04-04 00:00:00,67649.3,,65749.0,68692.2,67472.8
2024-04-03 00:00:00,65674.0,,66227.2,66349.0,65541.0
2024-04-02 00:00:00,66135.4,,66712.8,66135.4,64559.0
2024-04-01 00:00:00,69828.9,,71332.0,71329.3,68175.9
2024-03-31 00:00:00,70615.8,,69918.6,71329.3,70543.6
2024-03-30 00:00:00,69926.6,,69781.0,70143.2,69576.6
2024-03-29 00:00:00,69820.0,,70446.8,70158.9,69736.1
2024-03-28 00:00:00,70447.1,,69302.4,70907.0,70315.6
2024-03-27 00:00:00,69240.4,,70382.1,69913.7,68956.9
2024-03-26 00:00:00,70443.3,,70438.6,70714.1,69839.3
2024-03-25 00:00:00,70508.4,,67322.5,70603.1,69754.8
2024-03-24 00:00:00,66979.5,,63980.1,67288.3,66395.0
2024-03-23 00:00:00,64118.4,,63570.4,64684.0,63938.1
2024-03-22 00:00:00,63389.0,,65968.6,64324.3,63074.9
2024-03-21 00:00:00,65947.2,,66746.4,66133.9,65151.8
2024-03-20 00:00:00,66467.4,,61826.5,68161.7,66463.6
2024-03-19 00:00:00,62394.0,,65860.5,63397.2,61859.5
2024-03-15 00:00:00,68361.4,,73589.3,72398.1,67105.8
2024-03-14 00:00:00,68937.1,,73257.1,72398.1,67110.1
2024-03-13 00:00:00,73237.7,,72034.3,73285.3,72530.5
2024-03-12 00:00:00,72074.4,,71606.2,72193.5,71338.4
2024-03-11 00:00:00,71670.1,,68600.2,72467.1,71519.9
2024-03-10 00:00:00,68506.2,,69169.7,68966.1,67452.8
2024-03-09 00:00:00,69484.5,,68298.6,69676.4,68250.3
2024-03-08 00:00:00,68289.5,,67152.1,68343.7,67923.9
2024-03-07 00:00:00,67072.9,,65862.1,67270.9,66787.8
2023-08-10 00:00:00,29476.1,,29610.8,29489.8,29443.4
2023-08-09 00:00:00,29579.8,,29713.4,29653.6,29562.4
2023-08-08 00:00:00,29706.4,,29189.1,29882.0,29666.0
2023-08-07 00:00:00,29199.3,,29154.2,29253.3,29137.7
2023-08-06 00:00:00,29152.3,,29058.7,29215.2,29011.8
2023-08-05 00:00:00,29056.4,,29082.7,29074.8,29032.3
2023-08-04 00:00:00,29085.5,,29155.9,29139.3,29061.5
2023-08-03 00:00:00,29142.2,,29174.8,29241.8,29109.1
2023-08-02 00:00:00,29155.2,,29627.2,29266.1,29127.1
2023-08-01 00:00:00,29671.7,,28835.3,30025.9,29660.5
2023-07-31 00:00:00,28847.9,,29418.7,29343.1,28834.5
2023-07-30 00:00:00,29437.3,,29316.3,29502.3,29264.9
2023-07-29 00:00:00,29382.4,,29258.9,29400.1,29299.0
2023-07-28 00:00:00,29371.9,,29252.4,29394.2,29299.0
2023-07-27 00:00:00,29215.2,,29405.9,29294.4,29188.6
2023-07-26 00:00:00,29436.8,,29243.8,29450.3,29307.9
2023-07-25 00:00:00,29250.5,,29107.9,29394.4,29109.7
2023-07-24 00:00:00,29116.7,,29717.3,29184.1,29058.7
2023-07-23 00:00:00,29699.0,,29847.4,30098.2,29678.2
2023-07-22 00:00:00,29854.3,,29908.6,29893.7,29735.7
2023-07-21 00:00:00,29926.0,,29898.5,29986.8,29901.6
2023-07-20 00:00:00,29910.6,,29950.0,29945.5,29741.7
2023-07-19 00:00:00,29943.2,,30059.5,30044.8,29895.8
2023-07-18 00:00:00,30070.6,,30077.7,30077.8,29842.3
2023-07-17 00:00:00,30087.2,,30314.2,30242.4,30084.6
2023-07-16 00:00:00,30306.6,,30192.0,30335.9,30197.2
2023-07-15 00:00:00,30225.8,,30297.1,30333.9,30075.4
2023-07-14 00:00:00,30323.5,,31462.5,30395.4,30246.9
2023-07-13 00:00:00,31425.4,,30298.2,31602.6,31343.2
2023-07-12 00:00:00,30285.9,,30591.4,30434.4,30279.7
2023-07-11 00:00:00,30595.4,,30482.5,30654.3,30500.2
2023-07-10 00:00:00,30466.5,,30158.0,30598.5,30367.8
2023-07-09 00:00:00,30179.2,,30289.6,30242.4,29969.1
2023-07-08 00:00:00,30312.4,,30277.1,30404.7,30252.1
2023-07-07 00:00:00,30281.0,,30138.6,30379.9,30262.4
2023-07-06 00:00:00,30114.0,,30499.9,30161.0,29757.4
2023-07-05 00:00:00,30502.8,,30834.0,30559.0,30353.6
2023-07-04 00:00:00,30849.8,,31262.2,30861.7,30756.3
2023-07-03 00:00:00,31241.8,,30756.8,31326.5,31101.8
2023-07-02 00:00:00,30779.8,,30544.1,30790.4,30594.4
2023-07-01 00:00:00,30505.0,,30424.4,30650.1,30481.5
2023-06-30 00:00:00,30393.8,,30664.0,30530.6,30377.6
2023-06-29 00:00:00,30722.2,,30175.2,30858.1,30354.6
2023-06-28 00:00:00,30151.9,,30453.5,30243.8,30051.3
2023-06-27 00:00:00,30460.8,,30371.6,30703.4,30362.5
2023-06-26 00:00:00,30370.1,,30299.5,30485.7,30231.3
2023-06-25 00:00:00,30285.5,,30752.1,30543.1,30012.8
2023-06-24 00:00:00,30768.0,,30749.2,30768.0,30474.1
2023-06-23 00:00:00,30742.5,,30010.7,30793.8,30434.3
2023-06-22 00:00:00,30013.6,,30296.3,30046.6,29822.6
2023-06-21 00:00:00,30299.3,,28710.4,30497.8,29899.0
2023-06-20 00:00:00,28724.6,,26893.1,28985.5,28270.5
2023-06-19 00:00:00,26915.9,,26391.3,27152.7,26798.7
2023-06-18 00:00:00,26411.3,,26546.1,26465.9,26295.1
2023-06-17 00:00:00,26539.8,,26258.4,26543.0,26410.5
2023-06-16 00:00:00,26262.8,,25559.3,26362.7,26183.5
2023-06-15 00:00:00,25564.2,,25061.9,25591.9,25451.4
2023-06-14 00:00:00,25083.1,,25987.0,25205.7,25040.9
2023-06-13 00:00:00,25982.2,,26058.4,26051.2,25914.1
2023-06-12 00:00:00,26083.8,,25795.0,26138.6,25824.0
2023-06-11 00:00:00,25796.6,,25730.4,26006.0,25635.0
2023-06-10 00:00:00,25742.6,,26329.8,25862.3,25728.2
2023-06-09 00:00:00,26336.1,,26490.7,26525.1,26298.9
2023-06-08 00:00:00,26495.3,,26341.5,26592.0,26326.7
2023-06-07 00:00:00,26298.4,,26909.2,26470.6,26231.3
2023-06-06 00:00:00,26892.5,,25733.0,27342.0,26730.6
2023-06-05 00:00:00,25729.8,,26845.4,25791.0,25611.1
2023-06-04 00:00:00,26859.9,,27062.3,27125.5,26817.4
2023-06-03 00:00:00,27062.6,,27146.2,27096.7,26956.1
2023-06-02 00:00:00,27141.6,,27007.5,27246.0,27114.0
2023-06-01 00:00:00,26943.2,,26781.7,26980.0,26541.3
2023-05-31 00:00:00,26777.9,,27658.3,27340.9,26662.3
2023-05-30 00:00:00,27689.8,,27835.5,27825.0,27606.6
2023-05-29 00:00:00,27830.7,,27972.8,27925.7,27605.5
2023-05-28 00:00:00,28060.6,,27188.4,28431.2,28057.8
2023-05-27 00:00:00,27161.9,,26754.6,27172.4,26788.5
2023-05-26 00:00:00,26765.4,,26436.6,26775.2,26639.0
2023-05-25 00:00:00,26438.0,,26186.9,26534.7,26384.4
2023-05-24 00:00:00,26192.6,,26785.5,26381.8,25892.5
2023-05-23 00:00:00,26759.1,,27371.1,27220.7,26686.4
2023-05-22 00:00:00,27381.4,,26645.8,27414.3,26804.1
2023-05-21 00:00:00,26650.7,,27178.1,26780.7,26546.1
2023-05-20 00:00:00,27193.0,,26867.7,27257.1,27066.5
2023-05-19 00:00:00,26867.4,,26802.9,26899.3,26831.3
2023-05-18 00:00:00,26839.2,,27352.9,26914.8,26751.2
2023-05-17 00:00:00,27358.6,,27073.2,27467.0,27296.5
2023-05-16 00:00:00,27102.3,,27083.0,27215.1,26984.1
2023-05-15 00:00:00,27115.5,,27168.1,27295.3,26881.9
2023-05-14 00:00:00,27232.4,,26868.0,27284.3,26752.1
2023-05-13 00:00:00,26845.8,,26783.5,26850.6,26609.9
2023-05-12 00:00:00,26823.7,,26636.6,26974.0,26695.6
2023-05-11 00:00:00,26615.0,,27445.0,27044.0,26559.2
2023-05-10 00:00:00,27451.8,,27691.0,27607.4,27402.7
2023-05-09 00:00:00,27692.2,,27639.5,27808.4,27627.2
2023-05-08 00:00:00,27592.7,,28203.9,27745.6,27552.9
2023-05-07 00:00:00,28184.0,,28806.3,28627.8,28056.2
2023-05-06 00:00:00,28811.3,,29357.3,29122.0,28754.8
2023-05-05 00:00:00,29357.6,,29197.3,29816.4,29353.1
2023-05-04 00:00:00,29179.9,,29100.2,29490.5,28825.3
2023-05-03 00:00:00,29027.6,,28525.8,29187.0,28956.0
2023-05-02 00:00:00,28536.4,,28040.2,28682.7,28370.3
2023-05-01 00:00:00,28020.7,,28563.2,28142.7,27928.2
2023-04-30 00:00:00,28560.9,,29179.8,29329.6,28432.6
2023-04-29 00:00:00,29193.7,,29367.6,29235.1,29095.0
2023-04-28 00:00:00,29367.8,,29420.1,29400.8,29217.4
2023-04-27 00:00:00,29405.0,,28875.0,29587.1,29334.2
2023-04-26 00:00:00,29030.0,,28311.6,29414.0,28392.4
2023-04-25 00:00:00,28336.5,,27390.1,28460.3,28258.5
2023-04-24 00:00:00,27344.5,,27734.5,27576.2,27332.7
2023-04-23 00:00:00,27746.2,,27601.1,27978.8,27434.0
2023-04-22 00:00:00,27556.2,,27234.7,27815.0,27492.1
2023-04-21 00:00:00,27334.0,,28245.8,27336.9,27165.7
2023-04-20 00:00:00,28304.8,,28848.1,28353.4,28109.2
2023-04-19 00:00:00,28846.4,,30212.8,28992.9,28606.0
2023-04-18 00:00:00,30207.2,,29450.7,30408.4,30153.3
2023-04-17 00:00:00,29477.7,,29984.1,29490.0,29149.2
2023-04-16 00:00:00,29983.4,,30254.2,30312.2,29786.1
